"psych" "income" "city" "age"
550 10.78 "Jerusalem" 36
561 21.11 "Jerusalem" 30
402 6.15 "Jerusalem" 30
522 15.84 "Jerusalem" 22
512 13.86 "Jerusalem" 30
505 13.74 "Jerusalem" 30
555 10.09 "Jerusalem" 25
593 20.33 "Jerusalem" 30
556 11.56 "Jerusalem" 26
513 13.55 "Jerusalem" 33
591 21.41 "Jerusalem" 30
531 11.28 "Jerusalem" 29
605 13.84 "Jerusalem" 32
529 12.72 "Jerusalem" 26
386 7.86 "Jerusalem" 29
511 9.65 "Jerusalem" 31
557 10.85 "Jerusalem" 27
503 12.63 "Jerusalem" 32
551 10.44 "Jerusalem" 27
517 15.13 "Jerusalem" 30
519 10.4 "Jerusalem" 32
522 12.78 "Jerusalem" 25
531 13.61 "Jerusalem" 32
562 15.58 "Jerusalem" 34
475 11.56 "Jerusalem" 29
457 10.96 "Jerusalem" 27
644 28.05 "Jerusalem" 28
422 6.61 "Jerusalem" 32
587 14.05 "Jerusalem" 28
471 15.13 "Jerusalem" 21
428 9.56 "Jerusalem" 37
553 12.23 "Jerusalem" 37
503 21.14 "Jerusalem" 21
480 10.73 "Jerusalem" 25
545 18.82 "Jerusalem" 27
733 27.08 "Jerusalem" 33
632 20.57 "Jerusalem" 32
444 8.94 "Jerusalem" 24
520 13.36 "Jerusalem" 28
559 22.98 "Jerusalem" 34
326 7.93 "Jerusalem" 31
502 7.17 "Jerusalem" 31
457 12.65 "Jerusalem" 34
444 8.7 "Jerusalem" 37
607 20.25 "Jerusalem" 29
597 21.32 "Jerusalem" 38
556 13.91 "Jerusalem" 26
451 9.28 "Jerusalem" 24
482 9 "Jerusalem" 27
407 10.12 "Jerusalem" 27
607 16.8 "Jerusalem" 28
648 23.11 "Jerusalem" 29
468 8.49 "Jerusalem" 24
552 8.2 "Jerusalem" 27
482 14.61 "Jerusalem" 40
623 16.38 "Jerusalem" 33
541 13.31 "Jerusalem" 29
502 12.44 "Jerusalem" 39
436 12.18 "Jerusalem" 34
612 26.22 "Jerusalem" 35
687 25.84 "Jerusalem" 30
529 13.88 "Jerusalem" 30
493 12.46 "Jerusalem" 34
498 9.93 "Jerusalem" 26
588 21.62 "Jerusalem" 29
551 15.16 "Jerusalem" 31
552 19.3 "Jerusalem" 29
488 12.86 "Jerusalem" 31
549 15.38 "Jerusalem" 36
561 15.62 "Jerusalem" 37
447 9.8 "Jerusalem" 27
487 9.82 "Jerusalem" 30
577 16.64 "Jerusalem" 28
484 10.2 "Jerusalem" 30
605 14.8 "Jerusalem" 29
690 20.58 "Jerusalem" 34
426 8.57 "Jerusalem" 31
547 13.36 "Jerusalem" 32
